popt,pcov
[-4.47780943e-05  2.64190756e-03  1.33776993e-03],"[[ 7.32729192e-18 -4.32310221e-16  4.17899881e-15]
 [-4.32310221e-16  2.72628990e-14 -2.98380516e-13]
 [ 4.17899881e-15 -2.98380516e-13  4.43893267e-12]]"
